"","X","agency_cd","site_no","measurement_nu","measurement_dt","tz_cd","q_meas_used_fg","party_nm","site_visit_coll_agency_cd","gage_height_va","discharge_va","current_rating_nu","shift_adj_va","diff_from_rating_pc","measured_rating_diff","gage_va_change","gage_va_time","control_type_cd","discharge_cd","chan_nu","chan_name","meas_type","streamflow_method","velocity_method","chan_discharge","chan_width","chan_area","chan_velocity","chan_stability","chan_material","chan_evenness","long_vel_desc","horz_vel_desc","vert_vel_desc","chan_loc_cd","chan_loc_dist","river_name","SLOPE","LatSite","LonSite","area","width","velocity","slope","depth","n"
"78305",308165,"USGS",5489500,"283","1958-12-18 12:25:00","CST","Yes","TJS","USGS",0.24,269,"",0,NA,"GOOD",0,0.83,"SICE","MEAS",1,"Unspecified","ICE","QSCMM","",269,270,254,1.06,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"des moines r",0.00009459,41.01084795,-92.4112963,23.597362,82.35,0.3233,0.00009459,0.28654962962963,0.0130752542468715
"162417",341784,"USGS",5301000,"131","1952-07-24","","Yes","JEJ","USGS",28.71,1720,"",NA,NA,"Good",NA,NA,"Clear","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",1720,205,1690,1.02,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"minnesota r",0.00318737,45.0213472,-95.8683648,157.00607,62.525,0.3111,0.00318737,2.51109268292683,0.335267449741388
"15979",19953,"USGS",6428500,"653","1986-05-06","","Yes","RMC","USGS",4.05,113," 9.0",0,1.9,"GOOD",0,0.5,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",113,46,47.2,2.39,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"belle fourche r",0.0008794,44.74887406,-104.0516018,4.3850216,14.03,0.72895,0.0008794,0.312546086956522,0.0187357694799855
"49291",70299,"USGS",2336000,"702","2003-12-05 11:05:00","EST","Yes","TJG","USGS",3.42,1510," 5.0",0.15,-3.3,"FAIR",-0.16,1,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",1510,240,1030,1.47,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"chattahoochee r",0.00098665,33.85916667,-84.4544444,95.69009,73.2,0.44835,0.00098665,1.30724166666667,0.0837596731610147
"35952",23603,"USGS",13206305,"22","2000-12-08 14:25:00","MST","Yes","FWY","USGS",2.59,178,"",NA,NA,"Good",0,0.7,"Clear","UNSP",1,"Imported Channel 1","WADE","unspe","unkno",178,62,88.1,2.02,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"boise r",0.00261221,43.67527778,-116.353611,8.1847543,18.91,0.6161,0.00261221,0.432826774193548,0.047467414884849
"55891",111717,"USGS",8158000,"1007","1953-10-23","","Yes","W/P","USGS",3.65,2170," 7.0",-0.63,0,"FAIR",-0.45,NA,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",2170,302,1110,1.71,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"colorado r",0.0190099,30.24613889,-97.6800556,103.12233,92.11,0.52155,0.0190099,1.11955629139073,0.285030448576775
"244471",787172,"USGS",6774000,"759","1953-03-03","","Yes","Emerson","USGS",2.53,1190,"",NA,NA,"UNSP",NA,NA,"CLER","UNSP",1,"","WADE","QSCMM","VPAA",1190,360,667,1.78,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"platte r",0.00098905,41.3683333,-97.4952778,61.966301,109.8,0.5429,0.00098905,0.564356111111111,0.0395601658296774
"297299",314032,"USGS",1472000,"278","1955-03-24","","Yes","YHL/GDK","USGS",6.43,7780,"",NA,NA,"Good",-0.13,1.5,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",7780,284,1930,4.03,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"schuylkill r",0.00054678,40.2417631,-75.6515752,179.30279,86.62,1.22915,0.00054678,2.06999295774648,0.03089920721479
"172406.1",1734107,"USGS",6330000,"1735","1952-01-02","","Yes","BETHKE","USGS",7.61,15800,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",15800,1185,7910,2,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00003363,48.1080792,-103.7146446,734.86273,361.425,0.61,0.00003363,2.03323713080169,0.0152578129605022
"290277",966161,"USGS",9486500,"1583","2015-02-05 10:31:00","MST","Yes","KTE","USGS",7.2,33.7,"37.2",0.07,-2.3,"GOOD",NA,NA,"MDDB","MEAS",1,"1","WADE","QSCMM","VADV",33.7,24.4,58.4,0.58,"FIRM","BLDR","UNEV","STDY","EVEN","STND","UPST",25,"santa cruz r",0.00250861,32.3511849,-111.0945447,5.4255352,7.442,0.1769,0.00250861,0.72904262295082,0.22934574553215
"104208",142427,"USGS",9469500,"338","2008-10-06 10:27:00","MST","Yes","rjh","USGS",1.48,206,"0002",0,-3.1,"GOOD",0,0.5,"CLER","UNSP",1,"","WADE","QSCMM","VPAA",206,66,122,1.69,"FIRM","GRVL","EVEN","STDY","EVEN","UNSP","UPST",100,"gila r",0.00259875,33.1695055,-110.5312109,11.334166,20.13,0.51545,0.00259875,0.563048484848485,0.0674361710086609
"360884",2010046,"USGS",5391000,"44","1941-01-24","","Yes","MSS","USGS",3.38,924,"",NA,NA,"EXCL",NA,NA,"UNSP","MEAS",1,"","UNSP","QSCMM","",924,128,441,1.87,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"wisconsin r",0.00048588,45.8305086,-89.55236359,40.970223,39.04,0.57035,0.00048588,1.0494421875,0.0399112574921595
"152369",656156,"USGS",6792500,"654","1992-07-15 10:10:00","CDT","Yes","WHB/KM","USGS",6.42,1720,"11.0",-0.16,NA,"GOOD",-0.01,1.33,"CLER","UNSP",1,"Unspecified","CWAY","QUNSP","",1720,138,1030,1.67,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"loup r",0.00218002,41.40916667,-97.7936111,95.69009,42.09,0.50935,0.00218002,2.27346376811594,0.158491491845679
"291331",1081323,"USGS",2322000,"109","1939-02-18","","Yes","BUR","USGS",1.48,344,"",NA,NA,"Unspecified",NA,NA,"","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",344,113,815,0.42,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"santa fe r",0.00015528,29.8427386,-82.6309512,75.715945,34.465,0.1281,0.00015528,2.19689380530974,0.164392250513415
"264460",225757,"USGS",2056000,"224","1962-09-05","","Yes","hdw","USGS",0.58,21.2,"",NA,NA,"FAIR",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",21.2,45,56.8,0.37,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"roanoke r",0.00270105,37.2551384,-79.87142539,5.2768904,13.725,0.11285,0.00270105,0.384472888888889,0.243505380791342
"168071",314510,"USGS",7010000,"3147","1997-12-12 10:25:00","CST","Yes","WEE","USGS",9.06,166000,"",NA,NA,"Good",0.06,2.7,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",166000,1620,43900,3.78,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"mississippi r",0.00002474,38.629,-90.1797778,4078.4417,494.1,1.1529,0.00002474,8.25428395061728,0.0176208888444273
"215935",129854,"USGS",2218300,"128","1990-09-07 10:00:00","EDT","Yes","KWC","USGS",3.25,356," 8.0",0.22,0.3,"GOOD",0,0.7,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",356,124,232,1.53,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"oconee r",0.00013548,33.72123385,-83.2954357,21.553496,37.82,0.46665,0.00013548,0.569896774193548,0.0171452487195827
"358425",4511169,"USGS",5064000,"991","2011-04-07 15:48:00","CDT","Yes","DTC/SAT","USGS",30.85,7720,"",NA,NA,"Good",0.02,0.3,"Clear","MEAS",1,"Imported Channel 1","BRDS","QADCP","VADCP",7720,415,6060,1.27,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"wild rice r",0.00023041,47.26802728,-96.7975783,562.99218,126.575,0.38735,0.00023041,4.44789397590361,0.105986378461469
"312993",1341284,"USGS",5116000,"1311","2016-04-11 13:20:00","CDT","Yes","NAS","USGS",6.92,179,"13.0",0,-3.8,"GOOD",0,0.23,"CLER","MEAS",1,"MAIN","CWAY","QADCP","VADCP",179,102,532,0.34,"SOFT","SILT","EVEN","STDY","EVEN","UNFM","UPST",2500,"souris r",0.00026015,48.3722357,-101.5054414,49.424396,31.11,0.1037,0.00026015,1.58869803921569,0.211768193446582
"220034",163064,"USGS",2294655,"15","2003-05-13 11:16:00","EDT","Yes","lak/las","USGS",6.59,19.4,"",NA,NA,"Good",-0.01,0.6,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",19.4,32.4,19.2,1.02,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"peace r",0.00022622,27.88305556,-81.8044444,1.7837376,9.882,0.3111,0.00022622,0.180503703703704,0.0154415028613539
"328682",3211280,"USGS",2081747,"320","2004-10-07 14:21:00","EDT","Yes","PSS","USGS",5.06,107,"18.1",0.4,-4.5,"FAIR",0,0.65,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",107,50,81,1.32,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"tar r",0.00162568,36.09305556,-78.2961111,7.525143,15.25,0.4026,0.00162568,0.493452,0.0625374789767791
"85625",123377,"USGS",6798500,"33","1941-09-10","","Yes","AF","USGS",2.2,59,"",NA,NA,"UNSP",0.08,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","",59,48,47.5,1.24,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"elkhorn r",0.00085491,42.125,-98.0311111,4.4128925,14.64,0.3782,0.00085491,0.301427083333333,0.034755765223123
"218664",601640,"USGS",1379000,"502","1983-03-07","","Yes","GJP","USGS",5.38,126,"28.0",0,0,"GOOD",0,0.6,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",126,51,69.9,1.8,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"passaic r",0.00032102,40.68,-74.52888889,6.4939197,15.555,0.549,0.00032102,0.417481176470588,0.0182299285510728
"371116",423699,"USGS",9251100,"41","2000-08-07 13:33:00","MDT","Yes","JRD","USGS",2.4,82.3,"",-0.12,NA,"GOOD",0,1.08,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",82.3,130,68.5,1.2,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"yampa r",0.00282229,40.46080078,-108.4256528,6.3638555,39.65,0.366,0.00282229,0.160500769230769,0.0428684530523977
"165345",271960,"USGS",5344500,"434","1966-04-26 10:38:00","CDT","Yes","EGG/GHC","USGS",31.18,50300,"",NA,NA,"Good",-0.01,NA,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",50300,1200,23200,1.64,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"mississippi r",0.00004811,44.74580095,-92.8002026,2155.3496,366,0.5002,0.00004811,5.88893333333333,0.0452201240740208
"373017",1741405,"USGS",6214500,"1401","1987-12-17 08:45:00","MST","Yes","BMB","USGS",1.75,1390,"",NA,NA,"Fair",0.01,0.8,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",1390,426,678,2.06,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"yellowstone r",0.00434192,45.8001194,-108.4680306,62.988234,129.93,0.6283,0.00434192,0.484785915492958,0.0647202984707325
"207832",247526,"USGS",1598500,"246","1968-10-01 14:50:00","EST","Yes","WHH","USGS",1.29,106,"14.0",0,5,"GOOD",-0.01,1.25,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",106,104,154,0.69,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"north branch potomac r",0.00122235,39.4789722,-79.0637778,14.307062,31.72,0.21045,0.00122235,0.451042307692308,0.0977073074290087
"316656",216005,"USGS",2203603,"20","2005-10-14 11:04:00","EDT","Yes","JHL","USGS",3.56,1.46,"",NA,NA,"FAIR",0,1,"CLER","MEAS",1,"Unspecified","WADE","QSCMM","VADV",1.46,18.9,11.2,0.13,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"south r",0.01636313,33.68388889,-84.4152778,1.0405136,5.7645,0.03965,0.01636313,0.180503703703704,1.03041951950149
"279848",189898,"USGS",9498500,"103","1990-12-28 08:30:00","MST","Yes","KDF/JS","USGS",7.16,378,"13.0",-0.06,NA,"FAIR",0.01,0.75,"CLER","UNSP",1,"Unspecified","WADE","QUNSP","",378,102,224,1.69,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"salt r",0.00679377,33.6194949,-110.9215037,20.810272,31.11,0.51545,0.00679377,0.668925490196078,0.122307767701501
"9524",27923,"USGS",7141300,"972","2008-06-19 10:22:00","CDT","Yes","ALC","USGS",1.79,68.4,"59.0",NA,NA,"GOOD",0,0.47,"CLER","MEAS",1,"Unspecified","WADE","QSCMM","VADV",68.4,41,31.2,2.19,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"arkansas r",0.00105409,38.35306787,-98.7642519,2.8985736,12.505,0.66795,0.00105409,0.231793170731707,0.0183412381507964
"221645",449293,"USGS",8378500,"1278","2001-09-12 13:50:00","MDT","Yes","TQ","USGS",1.58,42.2,"13.0",-0.09,-0.9,"FAIR",0,0.5,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",42.2,29.5,29.5,1.43,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"pecos r",0.00725036,35.70835,-105.6827028,2.7406385,8.9975,0.43615,0.00725036,0.3046,0.0883820033274902
"319189",831832,"USGS",7039500,"141","1943-01-08","","Yes","memphis","USGS",13.12,4310,"",NA,NA,"Unspecified",NA,NA,"Unspecifed","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",4310,191,2700,1.59,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"st. francis r",0.00079186,36.9281111,-90.2652778,250.8381,58.255,0.48495,0.00079186,4.30586387434555,0.153579801899262
"190998",305917,"USGS",6818000,"3056","1990-01-30 07:30:00","CST","Yes","MCM","USGS",4.83,21100,"",NA,NA,"Fair",0,1.8,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",21100,732,6460,3.27,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"missouri r",0.00020116,39.75325,-94.8568333,600.15338,223.26,0.99735,0.00020116,2.68813661202186,0.0274931253453953
"147953",1664100,"USGS",6785000,"1783","1974-02-07","","Yes","Calver","USGS",5.12,1540,"",NA,NA,"FAIR",0,NA,"CICE","UNSP",1,"","ICE","QSCMM","VPAA",1540,423,868,1.77,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"loup r",0.0014689,41.2035,-98.4461111,80.639804,129.015,0.53985,0.0014689,0.625042080378251,0.05189942117193
"142035",132089,"USGS",3153500,"482","1971-08-23","","Yes","KT","USGS",6.39,47.6,"",0,NA,"GOOD",0,0.33,"","UNSP",1,"Unspecified","WADE","QUNSP","",47.6,72,54.4,0.88,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"little kanawha r",0.0001037,38.92203068,-81.0976124,5.0539232,21.96,0.2684,0.0001037,0.230142222222222,0.0142485630407657
"186537",599183,"USGS",6807000,"6012","2002-10-22 14:15:00","CDT","Yes","MJN/JRS","USGS",9.17,36400," 8.0",0.34,0,"GOOD",0,0.5,"CLER","MEAS",1,"Unspecified","UNSP","QADCP","VADCP",36400,552,8010,4.61,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00018533,40.681946,-95.846946,744.15303,168.36,1.40605,0.00018533,4.42001086956522,0.0260768016159751
"119312",146463,"USGS",5455700,"145","1960-02-26","","Yes","GGP","USGS",5.91,1550,"",NA,NA,"GOOD",NA,NA,"CLER","MEAS",1,"","UNSP","QSCMM","",1550,223,868,1.76,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"iowa r",0.00196503,41.42377778,-91.4785278,80.639804,68.015,0.5368,0.00196503,1.18561793721973,0.0925057210805557
"325526",1711550,"USGS",1570500,"170","1942-03-13","","Yes","PAR/TY5","USGS",7.75,113000,"",NA,NA,"Good",-0.14,3.3,"","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",113000,2710,27700,4.08,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"susquehanna r",0.00033882,40.25481164,-76.8860846,2573.4131,826.55,1.2444,0.00033882,3.11343911439114,0.0315392553094588
"236868",721604,"USGS",6714215,"110","1989-11-21 13:30:00","MST","Yes","ejc","USGS",1.51,8.3," 4.0",0.04,-2,"GOOD",-0.03,0.5,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",8.3,16.5,11,0.75,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"platte r",0.00257317,39.81220846,-104.9583129,1.021933,5.0325,0.22875,0.00257317,0.203066666666667,0.0766123699130066
"196219",117799,"USGS",6120500,"795","1994-03-17 09:06:00","MST","Yes","LAM","USGS",2.44,145,"",NA,NA,"Unspecified",0,5,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",145,50.5,51.6,2.81,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"musselshell r",0.00391671,46.4288,-109.8411944,4.7937948,15.4025,0.85705,0.00391671,0.311234851485149,0.0335361624082088
"210651",421845,"USGS",7241000,"501","1985-05-31","","Yes","DMW","USGS",11.39,27.8,"",NA,NA,"Fair",0,0.5,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",27.8,74,81.7,0.34,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"north canadian r",0.00040545,35.47866848,-97.6633752,7.5901751,22.57,0.1037,0.00040545,0.336294864864865,0.0939009645133452
"215798",666199,"USGS",2215500,"664","2014-11-04 14:47:10","EST","Yes","gbd/acd","USGS",0.92,1460,"16.0",-0.15,0.7,"GOOD",0,0.2,"CLER","MEAS",1,"Lumber City","BRDS","QADCP","VADCP",1460,315,1110,1.31,"UNSP","UNSP","UNSP","UNSP","UNEV","UNSP","DNST",50,"ocmulgee r",0.00006967,31.9201826,-82.6740274,103.12233,96.075,0.39955,0.00006967,1.07335238095238,0.0219001279876241
"297197",2221191,"USGS",1471510,"221","2006-12-14 10:22:00","EST","Yes","DLO","USGS",3.46,1360,"",NA,NA,"Fair",0,1.6,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",1360,299,811,1.8,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"schuylkill r",0.00092544,40.3348149,-75.93632,75.344333,91.195,0.549,0.00092544,0.826189297658863,0.0487889530669122
"162400",172577,"USGS",5301000,"114","1951-03-02","","Yes","HES","USGS",24.25,577,"",NA,NA,"Good",NA,NA,"IceAnchor","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",577,165,650,0.89,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"minnesota r",0.00318737,45.0213472,-95.8683648,60.38695,50.325,0.27145,0.00318737,1.19993939393939,0.234854706902331
"325732",1291354,"USGS",1576000,"141","2006-06-30 12:00:00","EDT","Yes","keb/trh","USGS",49.02,289000,"",NA,NA,"Good",-0.2,1,"Unspecifed","BYPS",1,"Imported Channel 1","UNSP","QADCP","VADCP",289000,2530,54600,5.27,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"susquehanna r",0.00438967,40.0545413,-76.5307992,5072.5038,771.65,1.60735,0.00438967,6.57358102766799,0.144646133401923
"42896",268108,"USGS",5464000,"268","1961-12-04 14:20:00","CST","Yes","ELM","USGS",5.69,1760,"",0,NA,"GOOD",0.01,1.1,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",1760,472,757,2.32,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"cedar r",0.00162244,42.4955419,-92.3343516,70.327571,143.96,0.7076,0.00162244,0.488521610169492,0.0353090217007829
"190197",302816,"USGS",6813500,"3027","2008-09-29 11:02:00","CDT","Yes","MJN/CET","USGS",7.24,30100," 5.0",-0.03,0,"GOOD",0.03,0.5,"CLER","MEAS",1,"Unspecified","UNSP","QADCP","VADCP",30100,808,9300,3.23,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00019509,40.05363889,-95.4224167,863.9979,246.44,0.98515,0.00019509,3.50591584158416,0.0327202138830385
"227250",1721123,"USGS",8395500,"1832","1992-12-03 15:18:00","MST","Yes","BP","USGS",3.72,83.7,"17.0",-0.99,0.7,"GOOD",0,1,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",83.7,93.5,90.7,0.92,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"pecos r",0.0006482,32.98930556,-104.3209722,8.4263021,28.5175,0.2806,0.0006482,0.295478288770053,0.0402516693767966
"166752",1793103,"USGS",7010000,"1795","1965-03-22","","Yes","GLG/CAR","USGS",23.5,414000,"",NA,NA,"Good",-0.16,2.2,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",414000,1680,66800,6.2,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"mississippi r",0.00002474,38.629,-90.1797778,6205.9204,512.4,1.891,0.00002474,12.1114761904762,0.013872019968831
"258762",612309,"USGS",6837000,"611","1969-11-24","","Yes","Thompson","USGS",3.44,136,"",NA,NA,"GOOD",0,NA,"","UNSP",1,"","WADE","QSCMM","VPAA",136,101,77.4,1.76,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"republican r",0.00125155,40.18777778,-100.6186111,7.1906922,30.805,0.5368,0.00125155,0.233426138613861,0.0249849174600995
"46388",117196,"USGS",1103280,"117","2013-08-15 15:32:30","EDT","Yes","rtb","USGS",0.97,37.2,"",NA,NA,"Fair",NA,NA,"Clear","MEAS",1,"117","WADE","QSCMM","VADV",37.2,31.5,23.2,1.6,"FIRM","BLDR","UNEV","unkn","UNEV","UNSP","UPST",160,"charles r",0.00321725,42.1398197,-71.3895032,2.1553496,9.6075,0.488,0.00321725,0.224340317460317,0.0429135197023073
"210654",461753,"USGS",7241000,"505","1986-01-21","","Yes","LAA","USGS",12.52,228,"",NA,NA,"Good",-0.04,0.5,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",228,71,161,1.42,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"north canadian r",0.00040545,35.47866848,-97.6633752,14.957383,21.655,0.4331,0.00040545,0.690712676056338,0.0363283287920202
"8480",8934,"USGS",7138000,"2039","1991-07-30 12:40:00","CDT","Yes","DAS","USGS",2.72,61.5,"33.0",NA,NA,"GOOD",0,1.1,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",61.5,59,43.4,1.42,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"arkansas r",0.00152384,37.9661241,-101.7568387,4.0319902,17.995,0.4331,0.00152384,0.224061694915254,0.0332501221842862
"110906",471266,"USGS",9328500,"1178","1984-06-29","","Yes","JCM/JRT","USGS",10.2,2070,"25.0",0.55,3.8,"FAIR",0,1,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",2070,79,466,4.45,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"green r",0.00053227,38.8583081,-110.3701469,43.292798,24.095,1.35725,0.00053227,1.79675443037975,0.0251226410811015
"272773",991335,"USGS",11464000,"98","1942-02-09","","Yes","MAY","USGS",10.4,7430,"",-0.44,0,"UNSP",-0.08,1.2,"","MEAS",1,"Unspecified","CRAN","QUNSP","",7430,166,2120,3.5,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"russian r",0.00043729,38.61324316,-122.8363818,196.95436,50.63,1.0675,0.00043729,3.89007228915663,0.0484531486101445
"364929",687304,"USGS",6771000,"687","1972-08-07","","Yes","LKT","USGS",1.99,0.93,"",NA,NA,"UNSP",0.36,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","",0.93,2.1,0.78,1.19,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"wood r",0.00051186,40.7989,-99.1970367,0.07246434,0.6405,0.36295,0.00051186,0.113137142857143,0.0145813902505061
"22926",27757,"USGS",6274300,"277","2012-05-02 10:25:00","MDT","Yes","EJB/JWN","USGS",3.62,1130,"",NA,NA,"Good",0,0.8,"Clear","MEAS",1,"Imported Channel 1","WADE","QSCMM","VPAA",1130,229,520,2.17,"FIRM","CBLS","EVEN","unkn","EVEN","UNFM","DNST",1320,"bighorn r",0.00138641,44.3832907,-108.0362117,48.30956,69.845,0.66185,0.00138641,0.691668122270742,0.0439998748739169
"293665",1611462,"USGS",11134000,"159","2003-03-14 16:00:00","PST","Yes","LLW","USGS",0.82,8.76," 3.0",3.65,NA,"FAIR",0,0.7,"LGDB","MEAS",1,"Unspecified","WADE","QUNSP","",8.76,9.5,5.61,1.56,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"santa ynez r",0.00146935,34.6683162,-120.4579411,0.52118583,2.8975,0.4758,0.00146935,0.179874315789474,0.0256714831799277
"101998",455162,"USGS",4228500,"454","2004-09-10 14:55:00","EST","Yes","KLM/SKM","USGS",28.88,4960,"",NA,NA,"Good",-0.22,1.3,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",4960,153,2190,2.26,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"genesee r",0.00158594,42.91777778,-77.7572222,203.45757,46.665,0.6893,0.00158594,4.35996078431373,0.154190217110081
"320155",692004,"USGS",7040100,"68","1988-12-20","","Yes","THB","USGS",10.88,1750,"",NA,NA,"Fair",-0.02,1.5,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",1750,120,1100,1.59,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"st. francis r",0.00021231,36.45555556,-90.1377778,102.1933,36.6,0.48495,0.00021231,2.79216666666667,0.0595775290238216
"267349",165950,"USGS",210166029,"165","2006-03-13 14:13:00","EST","Yes","GLM","USGS",0.94,2.54," 7.0",0,-5.2,"FAIR",0,0.4,"CLER","MEAS",1,"Unspecified","WADE","QSCMM","VADV",2.54,13.7,6.6,0.38,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"rocky r",0.00292796,35.80694444,-79.5275,0.6131598,4.1785,0.1159,0.00292796,0.146741605839416,0.129887685670244
"279180",498341,"USGS",6803555,"166","1981-09-25","","Yes","Marburge","USGS",6.93,2440,"",NA,NA,"GOOD",-0.16,NA,"UNSP","UNSP",1,"","CWAY","QSCMM","VPAA",2440,155,932,2.56,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"salt creek",0.0002991,40.96555556,-96.4544444,86.585596,47.275,0.7808,0.0002991,1.83153032258065,0.033157197079272
